epoch,lr,loss,iou,val_loss,val_iou
0,1e-05,1.98651882697796,0.05080720812782541,2.108331565199227,5.1888765715722625e-11
1,1e-05,1.9354018671759243,0.05985842413956386,2.11156650247245,5.1888765715722625e-11
2,1e-05,1.9044302414203513,0.06834039581971037,1.969866444324625,0.1189051835033813
3,1e-05,1.8431921375208888,0.08042090783766798,1.8845849407130275,0.19583259115538967
4,1e-05,1.8415563147643517,0.07876837573493004,2.00703672293959,0.18170388118125988
5,1e-05,1.8528367609813297,0.07319585633024249,1.8600711329229946,0.3082198125070532
6,1e-05,1.7766194877953365,0.07946162916592864,1.766502413256415,0.4762358649655292
7,1e-05,1.7681529480835487,0.08100386864830585,1.9064421653747559,0.37375201651340384
8,1e-05,1.7845907622370227,0.07953184938602414,1.7645188939982448,0.4440080982136413
9,1e-05,1.7593373347973,0.08361838399409198,1.7569404388296193,0.4853294625696485
10,1e-05,1.7168854269488105,0.08367449299165704,1.6933765452483605,0.5202373132949087
11,1e-05,1.701122658006076,0.08426264918933726,1.7309876844800751,0.5414764538611394
12,1e-05,1.7075394186480293,0.08654909348561036,1.9033603462679634,0.1182817881556056
13,1e-05,1.6919840204304661,0.08521641141805854,1.7227913881170338,0.520724497939563
14,1e-05,1.6667887671240444,0.08669367950494078,1.7041087767173504,0.45309327025469787
15,1e-05,1.6601230481575275,0.08624244385724812,1.6815147235475738,0.45015296821693945
16,1e-05,1.6488327157908473,0.08681094119743152,1.6661605506107724,0.5322724926205272
17,1e-05,1.6598334887932087,0.08637608597746292,1.6730620367773648,0.49271465185250046
18,1e-05,1.6561739896905834,0.08710670168175728,1.6727392550172477,0.49985179593682116
19,1e-05,1.6759028722499978,0.09063345261606333,1.6760923245857502,0.5410010077646525
20,1e-05,1.6383710195278298,0.0896762363378864,1.6555049131656516,0.5851418980122081
21,1e-05,1.6337531065118724,0.0899008735376221,1.656931659270977,0.5038650137662773
22,1e-05,1.6282498548770774,0.08931157017439517,1.642772390924651,0.5520844249388446
23,1e-05,1.6400267831210433,0.09129476831408347,1.6652895623239978,0.5648097369779987
24,1e-05,1.6436000199153507,0.09129628001148436,1.6520550579860294,0.5683414749045398
25,1e-05,1.6174266256135086,0.09185849551074779,1.6266709155049817,0.5761794164241029
26,1e-05,1.6173258732105125,0.09120295367218471,1.6456324889742096,0.6001732424392486
27,1e-05,1.6144065815826942,0.09287423545213766,1.6408901420132866,0.6005047049657821
28,1e-05,1.6135686183797902,0.09261194443126566,1.642234835131415,0.5278616456099915
29,1e-05,1.615582092054959,0.0918685649404547,1.6318526021365463,0.5553312795283997
30,1e-05,1.6097358300768096,0.09277779215603695,1.622430731510294,0.5884377091556772
31,1e-05,1.6034422167416276,0.09376466857512394,1.6851124105782345,0.487757660205528
32,1e-05,1.6146564195896018,0.09254119082738554,1.6680646847034324,0.5410406539400694
33,1e-05,1.5952919146110272,0.09524629874546948,1.6191027328885834,0.6071377177686423
34,1e-05,1.6041779394807487,0.09454456359332875,1.6111957739139426,0.6264749129061481
35,1e-05,1.6044701420027634,0.09526276144283288,1.6033623095216423,0.6274149793647844
36,1e-05,1.5973773865864194,0.09415388479891941,1.666000012693734,0.5163850684846067
37,1e-05,1.6064998692479626,0.0943068729577214,1.628310853037341,0.6546447033090207
38,1e-05,1.6016947565407589,0.09484747965859555,1.6412738972696765,0.5799695366776129
39,1e-05,1.5987377660027866,0.09580058079834598,1.6729520805950822,0.5676756577047158
40,1e-05,1.593665862905568,0.09647335767969531,1.6371362003786811,0.5976878181704015
41,1e-05,1.5898720026016235,0.09639320616937738,1.6613050699234009,0.5409178052647522
42,1e-05,1.586447703427282,0.09604970207678584,1.642992952774311,0.5959860006614406
43,1e-05,1.5859219205790553,0.09595102623806713,1.6216551805364674,0.6678060842556376
44,1e-05,1.5830826923764985,0.09707008995680805,1.6017486679142918,0.6505921776923685
45,1e-05,1.581675307504062,0.09718018949294573,1.603775846547094,0.6190522064664852
46,1e-05,1.5782757380913044,0.09637573190178667,1.6001785582509533,0.6102163994132482
47,1e-05,1.5780979559339325,0.09544488888246416,1.596830968199105,0.644402016321459
48,1e-05,1.5769555280948508,0.09592041245930376,1.6117853748387303,0.5939254289833618
49,1e-05,1.577271712237391,0.09663932966574278,1.5989036354525337,0.6176666845353119
50,1e-05,1.5757571541029831,0.09588769488996748,1.5927564933382232,0.6625257604045001
51,1e-05,1.585402640803107,0.09632014107489746,1.6020271202613567,0.6676593423857102
52,1e-05,1.5846071078859527,0.09783252334195451,1.6121224781562542,0.5895015274025457
53,1e-05,1.584937177855393,0.09843012304743867,1.6068358750178897,0.6316708271229184
54,1e-05,1.5693392260321255,0.09593174539220813,1.5948209104866817,0.6496805867544737
55,1e-05,1.583217037135157,0.09688910225516154,1.6041714857364524,0.6762200515232404
56,1e-05,1.5918953542051644,0.0983034845220333,1.6079817763690292,0.6237052710404325
57,1e-05,1.570098486439935,0.09596544296569735,1.611075602728745,0.6075405675562455
58,1e-05,1.5781706407152374,0.09749533384499051,1.588895686741533,0.6472499216472032
59,1e-05,1.565044982679959,0.09643292703807528,1.5990434391745205,0.635072718489172
60,1e-05,1.5667657194466427,0.09628260575220247,1.621728934090713,0.5901419484907156
61,1e-05,1.5727309194104424,0.09676686431317333,1.6124958416511272,0.6075171717369051
62,1e-05,1.5716189474895084,0.09696783550433243,1.5812528174498985,0.6682862361219508
63,1e-05,1.5659347197105145,0.09597355111395946,1.5868400951911663,0.6554327660758545
64,1e-05,1.5632974937044342,0.097462607516561,1.6138436712067703,0.575899855058758
65,1e-05,1.5641833050497647,0.09724280370313582,1.606409031769325,0.611352089358571
